@relation 'all news tweets'

@attribute Content string
@attribute Time {11/20/2023,11/22/2023,11/19/2023,11/17/2023,11/21/2023,10/29/2023,11/18/2023,11/14/2023,10/12/2023,11/6/2023,11/1/2023,10/10/2023,10/31/2023,10/15/2023,10/16/2023,10/27/2023,10/17/2023,10/30/2023,10/11/2023,11/12/2023,10/14/2023,11/10/2023,11/15/2023,11/3/2023,11/9/2023,11/16/2023,10/13/2023,11/13/2023,10/24/2023,11/5/2023,11/8/2023,11/23/2023,10/19/2023,10/9/2023,10/26/2023,10/18/2023,10/23/2023,11/7/2023,11/4/2023,11/11/2023,10/21/2023,10/28/2023,11/2/2023,10/25/2023,10/22/2023,10/8/2023,10/20/2023}
@attribute Review numeric
@attribute RetweetNumber numeric
@attribute Like_Numbers numeric
@attribute Look_Numbers numeric
@attribute UserName {Palestine,Israel,SkyNews,IDF,BBCWorld,CNN,RT_com,CBNNews,Telegraph,FoxNews,Independent}
@attribute UserName_For_Label {Palestine,Israel}

@data
'This blind Palestinian mother was trapped under rubble for more than two hours after an Israeli airstrike destroyed her home.',11/21/2023,11,469,542,2600,Palestine,Palestine
'This elderly Palestinian couple is trying to survive after Israel bombed their home.',11/10/2023,25,816,100,5400,Palestine,Palestine
'This evening we will mark 30 days since more than 1 400 of our loved ones were murdered by Hamas terrorists. Please join President @Isaac_Herzog and our entire country at 6PM (Israel time) in lighting a candle in their memory.Tag us and share your photos using the?',11/5/2023,1100,1300,4500,27100,IDF,?
'This Gazan doctor won t let himself feel hate - despite losing 25 members of his family in an Israeli airstrike last week  and the deaths of his daughters 14 years ago.',11/8/2023,11,380,493,3100,Palestine,Palestine
'This girl responds to claims by Israeli leaders that there is no people called the Palestinian people in her own way.',11/19/2023,36,540,884,3700,Palestine,Palestine
'This girl was pulled out alive from under the rubble this morning in Gaza as the Israeli genocide campaign enters its 46th day.#GazaGenocide #ceasefireInGazaNOW',11/21/2023,96,3700,3600,7200,Palestine,Palestine
'This grandmother in Gaza is no longer eating or drinking because she s scared to use the dirty bathrooms. Over 70\% of people in Gaza ? 1.5 million people ? have been displaced from their homes.',11/10/2023,10,310,394,2900,Palestine,Palestine
'This Hamas crisis actor has become notorious for miraculously appearing in multiple Hamas propaganda videos in different roles and locations across the Gaza Strip. Individuals across social media are calling Saleh the man with more lives than a cat.',11/6/2023,2200,4300,4500,1000000,IDF,?
'This innocent angel  Yousef Omar Haddad 6  is one of the countless victims of the ongoing Israeli genocide in #Gaza.',11/20/2023,55,1500,2500,4400,Palestine,Palestine
'This is a baby s bottle right above a @WHO sign. Hamas is believed to have held hostages captive in the basement of the hospital.',11/13/2023,631,218,564,14800,IDF,?
' This Is a Global War : Iran Emboldened by  Weak  US Response to 40+ Strikes on US Troops',11/9/2023,?,8,12,1600,CBNNews,?
'This is a photo from @Reuters by Mohammed Fayq Abu Mostafa who just happened to be at the border at the time of Hamas  deadly infiltration.  He took photos of the lynching of a body of an Israeli soldier who was dragged out of the tank and brutalized by Hamas terrorists.',11/9/2023,13,188,444,3200,IDF,?
'This Is a Spiritual Battle : A Day of Prayer for the 1 400 Souls Lost in Hamas Massacre',11/7/2023,4,8,34,1500,CBNNews,?
'This is footage of a Hamas rocket which exploded in the middle of a major highway in Israel.Miraculously there were only minor injuries. Israelis please pay attention to the guidelines of the Home Front Command. They can save lives.',11/1/2023,963,1400,4100,29100,IDF,?
'This is Gaza  the world s biggest prison.',11/18/2023,50,715,753,7600,Palestine,Palestine
'This is Israel. This is resilience . Israeli Jews  Arabs and Muslims come together in Tel Aviv to collect and distribute supplies to Bedouin and Jewish communities hit by Hamas terrorists.',11/1/2023,3200,9400,3300,1600000,IDF,?
'This is not #Gaza  this is Jenin  the occupied West Bank:The Israeli occupation army forces a Palestinian family out of their home  despite the rainy weather  as army besieges a house in the town of Burqin  to the west of Jenin  demanding people inside to turn themselves in.',11/19/2023,264,9900,1000,29600,Palestine,Palestine
'This is the baby of Fatema Hersh  a #Palestinian mother who was killed in an Israeli bombardment in #Gaza about three weeks ago.',11/20/2023,28,690,857,4900,Palestine,Palestine
'This is the editorial cartoon which the Washington Post deleted.The cartoon by Michael Ramirez  titled Human Shields depicted a Hamas leader using civilians as human shields.The truth might hurt  but it s still the truth.@washingtonpost @Ramireztoons',11/10/2023,4600,8100,2200,89900,IDF,?
'This is the fourth Shabbat that 240+ of   our loved ones are being held hostage in Gaza. Each one of them has a name.Each one of them has a family.Each one of them has dreams. BRING THEM HOME.',11/4/2023,2300,5700,1500,42800,IDF,?
'This is the seventh Shabbat that 240 of our loved ones are being held hostage in Gaza. We pray for their safe return and for the security of our homeland. Shabbat Shalom from Jerusalem @ArnonBossani  @westernwall_il',11/17/2023,2500,1400,6400,26300,IDF,?
'This is what it s like to give birth in Gaza.AJ+ filmed inside Gaza s maternity wards before many of them collapsed.',11/17/2023,20,358,336,2900,Palestine,Palestine
'This is your daily reminder that Hamas is an ISIS-inspired  terrorist organization which burns and decapitates babies  kidnaps children  rapes women and documents all of it with GoPros. #HamasisISIS',10/29/2023,7500,2800,7800,64700,IDF,?
'This is your daily reminder that Hamas leaders like Ismail Haniyeh  are flying around on private jets  living abroad in five star hotels and are worth BILLIONS OF DOLLARS  all while half of Gaza s population lives under the poverty line. Being a mass-murdering terrorist pays.',11/5/2023,2300,5100,1100,50100,IDF,?
'This is your daily reminder that there are still 239 men  women  children and babies being held hostage in Gaza by Hamas.They were kidnapped from their homes in Southern Israel during the #Oct7Massacre. Please share this and help us bring them home to their families.?',11/9/2023,2200,300,7100,1400000,IDF,?
'This mother and her children walked for hours from northern to southern Gaza to reunite with the rest of their family.',11/21/2023,9,574,950,3200,Palestine,Palestine
'This nameless incubator baby has been identified as  daughter of Halimah Abed Rabbo . According to the documents  she left #Gaza to #Egypt for treatment with  nobody  because  all family members were killed  in an Israeli airstrike.',11/20/2023,142,3600,5100,16600,Palestine,Palestine
'This Palestinian man is digging mass graves for all those killed in Israeli strikes because there isn t enough space in cemeteries.',11/16/2023,17,529,608,3600,Palestine,Palestine
'This Palestinian woman in Gaza visited the rubble of her home after it was destroyed by Israeli bombardment to see what was left.',11/11/2023,16,541,747,4300,Palestine,Palestine
'This Palestinian-American feels guilty for leaving her family behind in Gaza.',11/18/2023,12,197,327,3400,Palestine,Palestine
'This photojournalist dug through the rubble with his bare hands to find his children after an Israeli airstrike hit their home in Gaza.',11/20/2023,50,2400,2300,20200,Palestine,Palestine
'This post is dedicated to all of our Israeli followers:Thank you for your strength. Thank you for your unity. Thank you for showing us how incredibly brave our people are.We love you.',10/29/2023,5600,5200,3300,67700,IDF,?
'This Shabbat  millions of Jews will gather around the Shabbat table and recite a special prayer for the Israeli hostages who are spending their fourth Shabbat in Gaza without their families. May our prayers reach them wherever they are. #BringThemHome',11/3/2023,100,1400,5400,23000,IDF,?
'This Shabbat  millions of Jews will gather around the Shabbat table and recite a special prayer for the Israeli hostages who are spending their fourth Shabbat in Gaza without their families. May our prayers reach them wherever they are. #BringThemHomeThank you to Miri?',11/3/2023,2800,1600,5800,27000,IDF,?
'This surgeon in Gaza says the situation is going from bad to worse  if that is even imaginable.',11/13/2023,26,839,100,5300,Palestine,Palestine
'This was the last report this morning by Farah Omar  a reporter for the Al-Mayadeen TV  before she was killed by an Israeli artillery bombardment while reporting from the village of Tayr Harfa in southern Lebanon.',11/21/2023,117,2700,3700,14700,Palestine,Palestine
'This week  Netanyahu changed his mind on the deal that the cabinet debated Tuesday night  which was also on the table a week ago. The Israeli prime minister s zigzags are par for the course / Yossi Verter',11/22/2023,10,33,46,1100,Israel,Israel
'This year  some Palestinians have simply given up on the olive harvest amid recurring threats from settlers  a campaign by the far-right Religious Zionism Party  restrictions on movement and a sharp rise in violence',11/20/2023,15,146,159,2500,Israel,Israel
'This young boy is the only survivor after an Israeli airstrike targeted a residential square in #Gaza  killing over 50 people including his entire family.#GazaGenocide',11/22/2023,13,228,214,3900,Palestine,Palestine
'Those in debt to Israel can t speak freely  but we can ? ErdoganFollow us on Rumble: http://rumble.com/c/RTNews',11/19/2023,34,275,661,2700,RT_com,?
'Though #Hamas is committing atrocious acts of terrorism against civilians  it can find sympathy within some progressive circles  where some see it as a resistance of the oppressed; never mind the intentional slaughter of innocents. - opinion',11/21/2023,14,18,45,900,Israel,Israel
'Thousands across the world are boycotting Starbucks after it sued its workers union for expressing Palestinian support and solidarity and condemning Israel. But Starbucks isn t alone  McDonalds  Coca Cola  Puma and even Disney are other companies called to boycott.',11/14/2023,59,1100,1800,9700,Palestine,Palestine
'Thousands fleeing south from Gaza City on the IDF?s orders encounter decimated buildings and death on the streets  but the fear is at its worst at the IDF checkpoint',11/21/2023,11,34,39,1000,Israel,Israel
'Thousands fleeing south from Gaza City on the IDF?s orders encounter decimated buildings and death on the streets  but the fear is at its worst at the IDF checkpoint / Amira Hass',11/21/2023,9,30,47,1300,Israel,Israel
'Thousands have taken to the streets in Denmark in solidarity with the Palestinian people amid the Israeli continuing genocide in Gaza.',11/20/2023,19,239,528,1500,Palestine,Palestine
'Thousands join relatives of Israeli hostages at Tel Aviv rallyFollow us on Odysee: http://odysee.com/@RT:fd',11/20/2023,6,10,40,1200,RT_com,?
'Thousands marched last night in Limassol  Cyprus  in solidarity with the Palestinian people amid the ongoing Israeli genocide in Gaza.#GazaGenocide',11/19/2023,45,602,100,3100,Palestine,Palestine
'Thousands of American evangelical Christian leaders say they continue to fully support Israel  even as Israeli forces kill civilians in Gaza.   Last year  @Dena went to the occupied West Bank to understand the alliance between evangelicals and Israel.',11/15/2023,21,266,324,4000,Palestine,Palestine
'Thousands of Australians took to the streets of #Melbourne today  showing solidarity with #Gaza and #Palestine.',11/19/2023,31,590,1300,3000,Palestine,Palestine
'Thousands of Iranians held rallies across the country to protest the killing of Palestinians in Israel s war and unrelenting bombardment of the besieged Gaza Strip.',11/18/2023,99,438,100,6800,Palestine,Palestine
'Thousands of Pakistanis took to the streets in Lahore to  express solidarity with Palestinians in the Gaza Strip. LIVE updates: http://aje.io/cxyb1o',11/19/2023,28,146,332,5200,Palestine,Palestine
'Thousands of people demonstrate in Canada in solidarity with the Palestinian people  calling for an immediate ceasefire to end the Israeli genocide in Gaza.#GazaGenocide #CeasefireInGazaNOW',11/19/2023,26,563,100,2600,Palestine,Palestine
'Thousands of people have been killed in Israel and Gaza since 7 OctoberIsrael has warned 1.1m Palestinians living in north Gaza to evacuate south  and thousands have been fleeingThe BBC s Anna Foster looks at the first seven days of the war',10/14/2023,844,189,563,45600,BBCWorld,?
'Thousands of people march through Rotterdam to show their solidarity with Palestinians and call for a ceasefire in Gaza amid the ongoing conflict between Hamas and Israel',11/20/2023,18,71,121,1000,RT_com,?
'Thousands rally in Iran in support of PalestineFollow us on Rumble: http://rumble.com/c/RTNews',11/19/2023,13,34,125,1400,RT_com,?
'Thousands were out yesterday yesterday in Leicester  England  in solidarity with the Palestinian people and demanding a #CeasefireInGazaNOW.#GazaGenocide',11/20/2023,10,203,431,1400,Palestine,Palestine
'Thread At least 5 500 Palestinian children in Gaza have been killed by Israeli bombardment since October 7.To mark World Children s Day  here s a look at the Palestinian children whose lives are under attack http://aje.io/hyfdau',11/20/2023,650,7100,8200,36900,Palestine,Palestine
'Three journalists  including the head of a Gaza media institution  were killed in an Israeli strike  adding to the growing death toll of reporters since the war began.LIVE updates: http://aje.io/tib0wt',11/20/2023,17,158,216,3300,Palestine,Palestine
'Three law students who backed Israel letters lose job offers',10/18/2023,474,209,100,71600,BBCWorld,?
'Three stories:  The leader of Hamas has said a truce agreement with Israel is  close  https://trib.al/F0y2HgJ Professor Sir Chris Whitty to give evidence to COVID inquiry today  https://trib.al/PNmKsjR Measles warning amid  devastating resurgence  of life-threatening?',11/21/2023,7,9,30,3800,SkyNews,?
'Three stories: Missing teenagers  bodies were found in upturned car partially submerged in water https://trib.al/TTrGujUTwo million Britons to get pay rise from April https://trib.al/ZVkL7R5Hostages to be released in stages  Netanyahu says https://trib.al/4u9GddQ',11/21/2023,33,4,17,4100,SkyNews,?
'Three stories:Israel government votes to back hostage deal with Hamas  https://trib.al/q8H8ujfChancellor Jeremy Hunt to claim economy is  back on track  https://trib.al/Lk8763Q  King hails K-pop stars at Buckingham Palace state banquet https://trib.al/mF5o0iH',11/22/2023,25,8,19,3000,SkyNews,?
'TikTok is radical in how it allows us to connect with people of different walks of life and share politically subversive information.Clio  a 21-year-old Jewish American TikToker  shares her journey to solidarity with Palestinians',11/22/2023,41,342,646,5000,Palestine,Palestine
'TikTok says action taken on Israel conflict videos',10/15/2023,165,60,211,33500,BBCWorld,?
'Time to come clean on Israel s nuclear status ? T?ªrkiyehttps://on.rt.com/cldf',11/19/2023,48,168,661,2600,RT_com,?
'To end the nightmare  reality must be recognized: The bloody conflict between Israel and the Palestinians will never end without each side recognizing the other?s suffering and with both sticking to their own narratives / Jack Khoury',11/23/2023,21,10,33,4100,Israel,Israel
'To understand the scale of Hamas  crimes against humanity visit http://Hamas.com.',11/21/2023,352,284,702,7600,IDF,?
'Today #Palestine was affected by the first classified air depression of the season with stormy and rainy weather. This is the situation of over 70\% of Gazans  who lost their houses due to #Israel s ongoing bombardment.',11/19/2023,256,500,6100,19800,Palestine,Palestine
'Today  we re sharing the stories of the innocent children who are being held hostage by Hamas terrorists in Gaza.Kfir (10 months) and Ariel (4) Bibas  their mother Shiri and father Yarden were kidnapped on October 7 and are being held hostage in Gaza. BRING THE BIBAS FAMILY?',11/20/2023,2300,2900,7800,28600,IDF,?
'Toddler among US hostages in Gaza - White House',11/13/2023,340,82,268,20100,BBCWorld,?
'Toddler found wandering alone in the rain on Tel Aviv?s Dizengoff Street https://timesofisrael.com/toddler-found-wandering-alone-in-the-rain-on-tel-avivs-dizengoff-street/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/20/2023,3,8,24,5500,Israel,Israel
'Tonight marks 85 years since Kristallnacht  the November Pogrom of 1938  in which more than 100 synagogues and 7500 Jewish businesses were vandalized in Germany. This horrific event was the culmination of years of incitement and antisemitic rhetoric against Jews. In the past?',11/9/2023,2300,4800,1200,84500,IDF,?
'Tonight  @SkyYaldaHakim presents a Sky News special programme on the Israel-Hamas war.She is joined by Roni Roman  the sister of an Israeli hostage  @majedalansari and senior adviser @MarkRegev. 9pm https://trib.al/gjST4de Sky 501  Virgin 602  Freeview 233 and YouTube',11/21/2023,33,13,49,5200,SkyNews,?
'Top diplomat says Amman s priority is to end ?Israel s barbarism in Gaza   which can no longer be seen as self-defence http://aje.io/2o0iuy',11/17/2023,222,1900,5800,19900,Palestine,Palestine
'Tourists spending thousands to get out of Israel',10/12/2023,112,32,171,20600,BBCWorld,?
'Tribute to Scottish victim of Hamas attack on Israel',10/9/2023,84,52,305,23800,BBCWorld,?
'Tributes have been pouring in for Issam Abdallah  a video journalist for the Reuters news agency who was killed in southern LebanonHe died on Friday amid escalating violence along the country s border with IsraelFull story',10/14/2023,2500,2200,5300,400000,BBCWorld,?
'Troops in Israel continue their assault on Gaza city as the War in Israel enters its fifth week. Prime Minister Netanyahu pledged there will be no pause or ceasefire until all hostages are released. In northern Israel  fighting with Hezbollah is the most intense it?s been in 17?',11/6/2023,?,12,27,2500,CBNNews,?
'Truce between Hamas & Israel at ?closest point  - Qatar s Foreign Ministry',11/21/2023,6,32,48,1300,RT_com,?
'Truce deal could be agreed  in coming hours   Hamas official says.Follow the latest on our livebloghttps://telegraph.co.uk/world-news/2023/11/21/israel-gaza-latest-news-updates-hamas-palestine-day-46-live/?',11/21/2023,1,7,18,1200,Telegraph,?
'Tuesday s  Off-Year  Elections in Four States Could Give Insight into 2024 Presidential Battle',11/7/2023,?,1,3,913,CBNNews,?
'Turkey s President Erdogan says his country will make efforts to rebuild hospitals  schools and other damaged infrastructure in Gaza if a ceasefire is achieved there  reports local media. LIVE updates: http://aje.io/099hq',11/18/2023,54,153,415,4600,Palestine,Palestine
'Turning backs on Israel and Ukraine  just not worth it   US President Joe Biden says',10/20/2023,428,128,471,35200,BBCWorld,?
'TV Host Finds Jesus  Doctor?s Dire Marijuana Warning  and The Babylon Bee?s Gender Move: 3 Big Stories on This Week?s ?Newsmakers? https://faithwire.com/2023/11/10/tv-host-finds-jesus-doctors-dire-marijuana-warning-and-the-babylon-bees-gender-move-3-big-stories-on-this-weeks-newsmakers/? via @faithwirenews',11/10/2023,?,3,6,1100,CBNNews,?
'TV5 expels presenter Mohamed Kaci for asking tough questions to the #Israeli army spokesperson  according to L Humanit?? newspaper.',11/21/2023,26,177,275,1900,Palestine,Palestine
'Twenty-two-year-old Dvir is a combat medic from the Nahal Brigade  who lives with his family in Gush Etzion. During the first days of the war against Hamas  he was hit in his leg by shrapnel from a mortar shell in his leg.#Hamas #Gaza #Medical',11/20/2023,8,9,29,7100,Israel,Israel
'Two Hamas terrorists who infiltrated Israel from Gaza during the October 7 terror attacks were arrested in the Arab city of Rahat two weeks ago - more than one month after the attacks  it was revealed on Monday.',11/20/2023,31,120,319,1800,Israel,Israel
'Two Israeli tourists and local guide shot dead in Egypt  Israel says',10/9/2023,102,143,576,34800,BBCWorld,?
'Two Israeli yeshiva students were charged on Monday with throwing firebombs in the neighborhood of Sheikh Jarrah and firebombing public buildings in Jerusalem',11/20/2023,13,34,52,1100,Israel,Israel
'Two Israeli yeshiva students were charged with throwing firebombs at Palestinian homes and several public building in the neighborhood of Sheikh Jarrah in East Jerusalem',11/21/2023,46,179,253,2300,Israel,Israel
'Two journalists have been killed by an Israeli airstrike in southern Lebanon  the broadcaster they worked for has said.Read more here',11/21/2023,115,175,265,7700,SkyNews,?
'Two killed in vehicle explosion on bridge connecting New York and Canada https://timesofisrael.com/two-killed-in-vehicle-explosion-on-bridge-connecting-new-york-and-canada/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/22/2023,4,5,16,6500,Israel,Israel
'Two new polls offer insights into the Palestinian mind-set during wartime. To understand the findings  we must consider the conceptual world of respondents who live in a society that has never been free and is invariably at war / @dahliasc',11/23/2023,7,12,20,8600,Israel,Israel
'Two Palestinian journalists have been killed in Gaza in an Israeli air attack overnight  says the Palestinian press freedom group MADA. LIVE updates: http://aje.io/5b1xgr',11/19/2023,42,251,371,5400,Palestine,Palestine
'U.S. National Security Council spokesman says hostage deal  closer than it s ever been   but still work to do',11/20/2023,2,18,22,2500,Israel,Israel
'U.S. officials believe that Jerusalem s attitude toward the Palestinian Authority would soften if it agreed to stop acting against Israel in international bodies and ended its highly contentious payment system for convicted murderers in Israeli prisons',11/20/2023,17,6,10,8500,Israel,Israel
'U.S. President Joe Biden has been in public office for 50 years  and during that time he has been one of Israel s biggest defenders  even when the country has killed civilians.',11/22/2023,17,239,279,4900,Palestine,Palestine
'U.S. President Joe Biden s energy security advisor is visiting Israel to discuss potential economic revitalization plans for Gaza centered around undeveloped offshore natural gas fields',11/21/2023,1900,1800,1000,1400000,Israel,Israel
'UK doctor Ahmed Sabra in Gaza added to evacuee list',11/13/2023,61,13,96,13000,BBCWorld,?
'UK doctor who worked at Shifa confirms Gaza hospital used for ?non-medical purposes? https://timesofisrael.com/uk-doctor-who-worked-at-shifa-confirms-gaza-hospital-used-for-non-medical-purposes/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/19/2023,21,143,275,4900,Israel,Israel
'UK Labour s failure to call for a Gaza ceasefire is not surprising ? #AJOpinion by Yara Hawari. : http://aje.io/rwndku',11/20/2023,53,276,631,5400,Palestine,Palestine
'UK medical device maker snaps up Israel?s CartiHeal in deal worth up to $330 million https://timesofisrael.com/uk-medical-device-maker-snaps-up-israels-cartiheal-in-deal-worth-up-to-330-million/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/22/2023,4,6,8,4500,Israel,Israel
'UK Police Arrest a Man for Criticizing Palestinian Flags in Social Media Post https://www2.cbn.com/news/world/uk-police-arrest-man-criticizing-palestinian-flags-social-media-post?',11/1/2023,2,10,15,1900,CBNNews,?
'UK to arrange flights for Britons stranded in Israel',10/12/2023,93,54,194,30800,BBCWorld,?
'UK to deploy Royal Navy ships to support Israel',10/12/2023,465,233,940,39000,BBCWorld,?
'Ukraine successfully rescued its citizens  from the Gaza Strip  as well as Israelis with Ukrainian citizenship who were in the Gaza border area and southern Israel. Read more: http://bit.ly/46kbsvy: Valentyn Ogirenko/Reuters',11/21/2023,11,20,63,8300,Israel,Israel
'UK s Jeremy Corbyn: IDF  Hamas are both terror groups After refusing to describe Hamas as a terrorist organization multiple times  Corbyn has finally done so but added that actions taken by  the Israeli army are acts of terror too @DanielleGreyman',11/19/2023,37,23,31,1000,Israel,Israel
'UN Accused of  Rampant Anti-Semitism  Systematic Anti-Israel Bias  at House Hearing',11/8/2023,1,7,18,1700,CBNNews,?
'UN agencies reduce Gaza aid operations as fuel runs out',10/26/2023,268,109,218,19900,BBCWorld,?
'UN chief Antonio Guterres has decried the loss of thousands of Palestinians civilian lives in Israel s bombardment of the Gaza Strip.  LIVE updates: http://aje.io/3gjs9',11/20/2023,42,184,325,5500,Palestine,Palestine
'UN chief Antonio Guterres says he is  shocked by misrepresentations  of his comments yesterday about the war between Israel and HamasFollow for latest updates on the BBC News website https://bbc.in/470wIas',10/25/2023,141,41,153,15500,BBCWorld,?
'UN chief calls for interim Arab-US force to control Gaza after war https://timesofisrael.com/un-chief-calls-for-interim-arab-us-force-to-control-gaza-after-war/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/20/2023,65,18,43,1300,Israel,Israel
'UN humanitarian chief says aid is  barely trickling  into Gaza after days of warnings over rapidly depleting fuel suppliesFollow latest developments on the BBC News website https://bbc.in/45Maecm',10/26/2023,130,30,117,15600,BBCWorld,?
'UN says four schools-turned-shelters in Gaza Strip have been damaged in the past 24 hours Follow the latest developments live https://bbc.in/3Qof21L',11/2/2023,135,69,114,17000,BBCWorld,?
'UN says some displaced Gazans returning to north despite risks',10/23/2023,285,71,217,19800,BBCWorld,?
'UN Secretary-General Antonio Guterres said on Sunday that he was  deeply shocked  that two UN schools were struck in less than 24 hours in the Gaza Strip.#Gaza | #UnitedNations | #Hamas',11/19/2023,39,22,24,1200,Israel,Israel
'Unfortunately  some journalists are still falling for Hamas crisis actors like Saleh. Take for example the @BBC which recently aired footage from his account.',11/6/2023,506,695,2900,84800,IDF,?
'Unilateral US attempts to resolve Gaza conflict failing ? PutinMonopolization of the mediator s role by Washington has only led to a violent outbreak  the Russian president has saidhttps://on.rt.com/cli0',11/21/2023,34,134,475,1500,RT_com,?
'United Nations chief slammed as Gaza death comparison fact-checked by social media:  lost any moral standing ',11/21/2023,158,70,198,6700,FoxNews,?
'United Nations slammed for silence over Hamas rapes  mutilation and murder of Israeli women  critics say',11/19/2023,3600,2700,1100,54000,FoxNews,?
'UN s Palestinian refugee agency chief  Philippe Lazzarini  says he believes there is a deliberate attempt [by Israel] to strangle our operation and paralyse the operation. LIVE updates: http://aje.io/p7x2m3',11/16/2023,35,186,311,4700,Palestine,Palestine
'UPDATE: AP Source: 2 People in Vehicle that Exploded at NY/Canada Border Crossing Declared Dead at Scene',11/22/2023,1,4,8,1100,CBNNews,?
'Update: Hundreds are likely dead after a blast hit a Gaza hospital. The IDF has categorically denied any involvement  blaming instead a failed rocket launch by the Palestinian Islamic Jihad group. https://cnn.it/4910CgH',10/17/2023,566,89,233,18800,CNN,?
'UPDATE: Israel?˜published CCTV they said showed hostages taken into Al-Shifa hospital in Gaza City on Oct 7 after they were kidnapped during Hamas  deadly attack on Israel.More: https://telegraph.co.uk/world-news/2023/11/19/israel-gaza-latest-news-updates-hamas-palestine-day-44-live/?',11/19/2023,?,13,796,1000,Telegraph,?
'UPDATE: Israeli forces found a 55-metre long tunnel dug by Hamas underneath the Gaza Strip s biggest hospital on Sunday.More: https://telegraph.co.uk/world-news/2023/11/19/israel-gaza-latest-news-updates-hamas-palestine-day-44-live/?',11/19/2023,1,17,32,1900,Telegraph,?
'UPDATE: Israeli tanks have surrounded the Indonesian Hospital in northern Gaza  according to health officials.Follow our liveblog for the latesthttps://telegraph.co.uk/world-news/2023/11/20/israel-gaza-latest-news-updates-hamas-palestine-day-45-live/?',11/20/2023,1,7,9,1300,Telegraph,?
'UPDATE: Three premature babies still trapped in GazaRead more on our liveblog:',11/20/2023,?,?,?,600,Telegraph,?
'US $6bn deal with Iran under scrutiny in wake of Hamas attack on Israel',10/12/2023,169,113,380,27300,BBCWorld,?
'US @SecBlinken is reportedly set to visit #Israel early next week to meet with Israeli and Palestinian officials about the war in #Gaza.',11/21/2023,22,9,18,7600,Israel,Israel
'US and Russia fail to pass resolutions at UN  as aid workers warn that Gaza operations are at a breaking point https://cnn.it/3s79DnG',10/25/2023,160,72,148,24100,CNN,?
'US Army Trying to Recruit Former Soldiers It Fired for Refusing COVID-19 Shot',11/20/2023,?,3,4,852,CBNNews,?
'US  Blinken urges Israel to stop settler violence in West Bank',11/17/2023,363,465,1200,16300,Palestine,Palestine
'US Congresswoman Ilhan Omar introduces a resolution to block $320 million worth of weapons transfers to Israel. LIVE updates: http://aje.io/kastu7',11/16/2023,51,174,481,4600,Palestine,Palestine
'US Defense Secretary Lloyd Austin urges Israel to protect civilians and facilitate humanitarian aid in Gaza  emphasizing that  Hamas does not represent the Palestinian people. LIVE updates: http://aje.io/pbvd83',11/21/2023,41,78,154,3400,Palestine,Palestine
'US envoy: Gazans who fled south must be allowed to return home ?as soon as possible? https://timesofisrael.com/us-envoy-gazans-who-fled-south-must-be-allowed-to-return-home-as-soon-as-possible/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/22/2023,25,6,12,6200,Israel,Israel
'US Faith-Based Groups Aim to Save  Israel s Breadbasket  at Risk Since Terrorist Invasion',11/22/2023,?,6,12,1200,CBNNews,?
'US fighter jets strike Iran-backed targets in Iraq after repeated attacks on US bases https://timesofisrael.com/us-fighter-jets-strike-iran-backed-targets-in-iraq-after-repeated-attacks-on-us-bases/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/22/2023,10,34,87,7300,Israel,Israel
'US House approves $14.3 billion in aid to Israel as it fights a war against Hamas  setting up a showdown in the Senate https://trib.al/IVcqMGs',11/2/2023,864,291,453,57100,CNN,?
'US House of Representatives passes Israel aid bill despite Biden veto threat',11/3/2023,230,82,393,38400,BBCWorld,?
'US in diplomatic dash to contain Gaza conflict',10/17/2023,142,47,168,20500,BBCWorld,?
'US Muslim students threatened over Israel-Gaza war http://bbc.in/40ypgBj',11/9/2023,47,20,28,1100,BBCWorld,?
'US officials have suggested that the Palestinian Authority (PA) should govern Gaza after Israel achieves its goal of eliminating Hamas  but analysts warn that this may be unrealistic and premature.Here s why the US is pushing the PA to lead Gaza',11/18/2023,59,99,202,5800,Palestine,Palestine
'US officials laud hostage deal ? but contemplate how much more war to support https://timesofisrael.com/us-officials-laud-hostage-deal-but-contemplate-how-much-more-war-to-support/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/22/2023,7,3,6,9400,Israel,Israel
'US passes stopgap bill with no Israel  Ukraine aid included  Follow us on Odysee: http://odysee.com/@RT:fd',11/17/2023,4,18,65,9900,RT_com,?
'US President Biden is facing tough questions over civilian casualties in Gaza as the Palestinian death toll rises. https://trib.al/Rk1SXvW',11/1/2023,556,105,317,30400,CNN,?
'US President Biden lands in Israel for talks with Netanyahu as Palestinian and Israeli officials dispute the cause of the deadly hospital blast in Gaza. Follow live updates. https://cnn.it/401yKF1',10/18/2023,100,249,801,41900,CNN,?
'US President Biden s main adviser on the Middle East  Brett McGurk  says there will be a  significant pause  in Israel s war on Gaza if captives held by Hamas are freed. LIVE updates: http://aje.io/mrkf8',11/18/2023,62,57,85,4200,Palestine,Palestine
'US President Joe Biden calls for  pause  in Israel-Gaza conflict',11/2/2023,739,381,100,66200,BBCWorld,?
