@relation 'hashtags trimmed both-weka.filters.unsupervised.attribute.Remove-R2-7-weka.filters.unsupervised.attribute.Remove-R2-4'

@attribute Tweet_Content string
@attribute Targe_Pro {Israel,Palestine}

@data
'STAND FOR JUSTICE STAND FOR PEACESTAND FOR HUMANITYSTAND FOR PALESTINE#FreePalestine#CeasefireNOW',Palestine
'Doctors and nurses baking bread inside a hospital in Gaza. Shame on all this brutal world.#IsraelIsATerrorist #PalestineGenocide',Palestine
'Jewish Jihadis biggest fear is Western CITIZENS will communicate with Muslims and see the truth. Israelis are terrorists. #FreePalestine #FreeAmerica from #AIPAC',Palestine
'Nothing to see here just an Israeli soldier looting a Palestinian whom he has just shot and leaving him behind to die #FreePalestine',Palestine
'The latest picture of John.... A fan of Virat Kohli who came to the field wearing a T-shirt written Stop Bombing Palestine to meet Virat Kohli during the Cricket World Cup final.#INDvsAUSFinal #PalestineGenocide',Palestine
'the US know that pplll get exhausted and stop talking abt palestine, they waited to wear everyone out and theyre gonna do the four days ceasefire now so that we stop bringing attention to what the vile settler state is doing. never stop talking abt palestine. #FreePalestine',Palestine
'Reality and media in the Israeli-Palestinian war!!Lets have some insight and look correctly..#Palestine_Genocide #EndIsraeliWarCrimes',Palestine
'Since this tweet reached israhelli stan twitter i wanna tell you: from the river to the sea Palestine will be free',Palestine
'She sang her favorite song in her fathers arms hours before she was martyred.. </3#IsraeliTerrorists #IsraelTerrorism #Genocide_of_Palestinians#IsraelIsATerrorist #Gaza#GazaGenocide#Palestine_Genocide #Israel = ISISTERRORIST #Biden',Palestine
'Follow aarabheymamas on TikTok #FreePalestine #StandWithGaza #FreeGaza #FromTheRiverToTheSeaPalestineWillBeFree #StandwithPalestine #GazaUnderAttack #LandBack And thanks for sharing the video, @moschinodorito! I added captions to the video in case they help anyone :)',Palestine
'this is how a crowd of 7000 people looks like by the way',Palestine
'Especially when a lot of the US has similar or more restrictive laws. Total hypocrisy.',Palestine
'Israel destroys a mosque in Gaza Western lamestream media would never talk about it #Palestine #Gaza #PalestineGenocide #GazaGenocide #GazaWar',Palestine
'Codename: God dang it I fell into a dirty pool full of bacteria and virus that prob can kill someone-Pof:',Palestine
'Nuseirat Camp in the central #Gaza Strip after the occupation bombed several homes there during the past hours.Share  the truth #IsraeliNewNazism#IsraelTerrorists #IsraelTerrorism #FreePalestine',Palestine
'A little girl named Hadi lost her father mother and brother. He lost all his relatives and now only his aunt is left?#Gaza #IsraelIsATerrorist #PalestineGenocide',Palestine
'We watched thousands of precious Palestinian babies get slaughtered & many more are left imprisoned awaiting their fate. We just watched it happen. #Gaza #Palestine #PalestineGenocide',Palestine
'The child Ibrahim Dahouk lost his arm in Israeli bombardment and is asking the world to stop the war on Gaza and let him travel abroad to get better treatment.#PalestinianChildLivesMatter #Palestine_Genocide #Gaza_War',Palestine
'Join us this Saturday, 18th November from 12-1pm LE19 1JZIsrael is STILL bombarding the people of Gaza!Join us in demanding a #CeasefireNow and an end to the brutal treatment of those in the West Bank.Every show of solidarity counts!#FreePalestine #Gaza #GazaUnderAttack',Palestine
'Remember to keep talking about Palestine, this pause is planned hoping People would forget the genocide on Palestine, never forget, keep talking about what Israel has done and the genocide never let anyone forget the innocent people murdered by Israel #FreePalestine',Palestine
'hii posting this again since kelsey / @leilasgirlie has decided to indirectly support the palestine genocide',Palestine
'I followed back because some of you follow. Immediately sends me this. Plz unfollow and block. Ty',Palestine
'There is no way this is not a violation of Human rights. Rain belongs to no one. #Freepalestine#Israelterrorists',Palestine
'this is why a free palestine is essential they cannot live with peace and security without itisrael only exists through the oppression of palestinians',Palestine
'May the people of Gaza find the peace they deserve,May the people of Gaza find the safety they deserve,May the people of Gaza find the justice they deserve.#Gaza #Palestine #Gaza_War #Palestine_Genocide #PalestineWillBeFreeFromtheRiverTotheSea',Palestine
'Muhammad Hijab did a great job dealing with hypocrite Piers, who seemed hesitant to criticize the IDF for killing innocent children. Both Piers and the Rabbi appeared to be promoting their evil agenda. #MohammedHijab #gaza #IsraelTerrorists',Palestine
'NOT MISS NETHERLANDS KNOWING THE FULL SINGLE LADIES CHOREO HAHAHAHA she ate',Palestine
'Israeli forces are storming the town of Yatta in the West Bank.                                            #Palestine_Genocide #EndTheOccupation',Palestine
'#STSDTIYS Heres mine! It doesnt even look like mine took 6 HOURS but its finally here!!',Palestine
'This young courageous man is John hails from Australia. Stop Bombing Gaza! Free Palestine! #PalestineGenocide #INDvsAUSfinal',Palestine
'The plight of the Palestinian kids is just so incredibly sad...#Palestine #Palestine_Genocide #Starmer #Corbyn #Sunak #Toriesout #Brexit #Israel #Cameron #GENOW #GeneralElectionN0W #Explore #communities #Rishi',Palestine
'Asif Abu Mahadi dreamed of being a footballer, and then an Israeli airstrike took a leg from him.His favorite footballer then reached out via FaceTime to comfort him.',Palestine
'River to theSea Palestine Will be Free. #StopGazaGenocide #PalestineGenocide #CeasefireForGazaNOW',Palestine
'Always a woman being a total Sherni! Kudos @hudabeauty  #Gaza_Geniocide #Palestine_Genocide #IsraelIsATerrorist #EndGenocide',Palestine
'Should I be surprised that a zionist billionaire Dan Gertler is the heart of the exploitation in Congo?#FreeCongo #FreePalestine',Palestine
'Today 65.000 people took to the streets of Copenhagen to demand a ceasefire and a free Palestine. The drone video does not show the entire demonstration as people were still leaving Halmtorvet when this was recorded. People can be seen coming around the corner on Istedgade.',Palestine
'With any religion be on the right side of history!#FreePalestine',Palestine
'Brave words from UN Special Rapporteur. Whatever happens Israels grip on the lives of Palestinians cannot   be allowed to continue.#PalestineGenocide',Palestine
'Drop a like if you want to see Free Palestine',Palestine
'Boycotting works #ZionistTerror #GazaAttack #Gazagenocide #PalestineGenocide #PalestineLivesMatter #GazzeUnderAttack #GazaCity #FreeGaza #FreePalestine_Now #ICC4Israel #RegimeChange4Israel #BDS',Palestine
'Its not about religion its about Humanity - Pray for #Palestine#Gaza_Genocide #Palestine_Genocide #Palestine #GazaUnderAttack #Israeli #WarCrimesinGaza',Palestine
'Apply the same principle and let the ethnic Palestinians displaced over 75yrs return to their homeland. #PalestineGenocide',Palestine
'Protesters outside 52 Division chant for Free Palestine. They are gathered at the police station to demand the release and exoneration of fellow activists charged in relation to postering Indigo bookstore.#cdnpoli #Toronto #Palestine #Israel #Gaza #CeasefireNOW',Palestine
'Salute for raising voice for #Palestine_Genocide Love you and respect you Sheema Kermani',Palestine
'The entire members of Khadoura family were wiped out by Israeli strikes on their home north of Gaza.',Palestine
'Ahmed is in an unstable health condition and needs better health care outside Gaza due to the limited capabilities available#IsraelIsATerrorist #Palestine_Genocide #Gaza_Genocide #FreePalestineFromIsraelNOW',Palestine
'Images continue to arrive of the massacres that the Zionists have perpetrated this afternoon throughout the Gaza Strip with many Palestinian babies and children murdered.',Palestine
'For the English speaking people. Heres a translated version of Swedish Prime Minister Ulf Kristerssons freudian slip about Israels right to commit genocide.#Palestine_Genocide #Palestine #Palestina #Gaza #Sweden #Svpol #Moderaterna #Israel',Palestine
'He doesnt lose his job does he ? #IsraeliTerrorists #IsraelTerrorism #FreePalestine#IsraelIsATerrorist #Gaza#GazaGenocide#Palestine_Genocide #Israel = ISISTERRORIST #Biden',Palestine
'this is what the media is trying to cover up but they will never silence the peopleFREE PALESTINE FREE EVERYONE',Palestine
'This video is disheartening. The lopsidedness is glaring and offers a clear statistical showing of oppressor vs. oppressed. #Israel #Palestine_Genocide',Palestine
'Love for all the people that showed up for Gaza! #FreePalestine #Rotterdam',Palestine
'I love this comment I love people who respect our intellect I love peope who speak the truth#FreePalestine',Palestine
'Direct actions and protests in Western countries played a huge role in shifting public opinion to support the righteous #Palestinian cause.@palyouthmvmt#PalestineGenocide #GazaUnderAttack',Palestine
'Do you still doubt that #Israel is a racist entity???Popular Israeli singer Lior Narkis singing for #Israeli soldiers!#IsraelIsATerrorist #Racist #IsraelIsRacists #IsraelRacists #IsraeliTerrorists #Gaza #IsraelTerrorism #AlShifaHospital #PalestineGenocide #PalestineWillBeFree',Palestine
'#Boycott - otherwise they will buy weapons to kill children of Gaza. . We will never support them! Boycott  for the sake of children of Gaza#GazaHolocaust #PalestineGenocide #GazaGenocide',Palestine
'Please share this clip as much as humanly possible. It presents one of the most thoughtful and intelligent views on the Israel-Palestine conflict that Ive seen so far.#CeasefireNOW #FREEPALESTINE',Palestine
'Any bomb comes to Gaza a childs soul goes to heaven.#Palestine_Genocide',Palestine
'no palestine genocide question or atleast a relevant issue today.... #MissUniverse2023',Palestine
'JUST IN: Palestinian-Supporting Students Climb Leaning Tower of Pisa Hang PLO Flag',Palestine
'The Free Palestine crowd will never watch this because it will hinder their belief and destroy their propaganda.',Palestine
'Several US children alongside their parents protest in front of the White House calling for a ceasefire of the Israeli aggression on Gaza.Free Free Palestine',Palestine
'If the producers of Scream 7 is stupid enough to fire Melissa Barrera (who played one of the most interesting characters in the entire franchise) for being against the Palestine genocide then they should double down on the stupidity and bring back Jada Pinkett...',Palestine
'Palestinian journalist Ahmad Fatima has been murdered by Israel.#PalestineGenocide #Gaza #IsraelTerrorism #IsraeliTerrorists #FreePalestine',Palestine
'but kHaMaS ohhhh Allah Im tired of explaining people that cause of their hatred towards Muslims theyre supporting GENOCIDE #FreePalestine',Palestine
'Witness the Israeli treatment of prisoners and the Palestinian resistances behavior to understand who upholds the law and humanity.#Gaza #GazaConcentrationCamp #gazaholocost #GazaConflict #Palestine_Genocide #IsraeliTerrorists',Palestine
'Deep gratitude to the organizers of the really powerful and beautiful Babies Not Bombs! family-led action today outside the Lockheed Martin offices on unceded Lekwungen territories.All kids, everywhere, deserve to be safe and free.#FreePalestine #CeasefireNow',Palestine
'Words of a palestinian mother:There was some hope, thats what the doctor said about my baby. I went to the hospital.I could neither find my baby, nor the doctor, nor the hospital. #FreePalestine #GazaGenocide #Palestine_Genocide #IsraelTerroristsOrganisation',Palestine
'My heart aches whenever such videos I watched, Im sorry Rozan I cant do anything for you as a nation its a shame for usAllah Jee please bring a lasting solution to this crisis. Ameen#PalestineWar #PalestineGenocide #PalestineCallMuslimUmmah',Palestine
'South African apartheid was armed by Israel.South Africa knows who Israel is.#FreePalestine',Palestine
'Israeli army learning well from the Americansblowing up a mosque and then cheering as it crumbles down in to pieces killing worshippers inside.meanwhile Elon Musk is crying about Free Palestine slogans',Palestine
'A message to the World in World Cup Final Free palestine  #PalestineGenocide #INDvsAUSfinal',Palestine
'the people of the world are waking up from a 70-year sleep#IsraelTerrorists #FreePalaestine',Palestine
'A message from a Palestinian child a day before she was martyred #EndGenocide #StopWar #CeasefireNOW #voicesforpeace #Palestine_Genocide',Palestine
'Players of the Chilean Deportivo Palestino team attended, raising the Palestinian flag and the Palestinian keffiyeh, during their match against Deportivo Nublense in the Chilean league. #gaza #Palestine_Genocide #CeasefireInGazaNOW',Palestine
'Israel killed 60 Palestinian journalists since the 7th of Oct. Here are their pictures. Remember them. And know their names. These heroes are the reason why we know much about the Israeli genocidal war on Gaza.',Palestine
'STREETS SAYING NENE MIGHT BE COMING BACK /me has heart attack #RHOA',Palestine
'Those beautiful eyes took away everything that was beautiful from her  #FreePalestine Palestine',Palestine
'Dear @elonmuskFrom the river to the seaPalestine will be free.InshaAllah aamin  #FreePalestine  #GazaGenocide #PalestineGenocide',Palestine
'......And your silence on what is happening in #Gaza cannot be justified as diplomacy.#PalestineGenocide #Saudi_Arabia',Palestine
'there is something to be said about the watering down of radical statements to make them more digestible and how it prevents progress from being made. defund the police ABOLISH the police. FREE PALESTINE turning to ceasefire now.',Palestine
'Dua is a powerful weapon of the believer O Allah have mercy on Gaza. #IsraelIsATerrorist #PalestineGenocide',Palestine
'Thank you Rabbi Dovid Feldman for speaking up as many are so afraid to do #FreePalestine',Palestine
'Scenes during the seizure of the Israeli ship by Yemeni forces #IsraeliNewNazism#IsraelTerrorists #Palestine #FreePalenstine  #Gaza #CeaseFireInGaza #Israel#EleccionesArgentina2023 #FreePalestineFromIsraelNOW',Palestine
'Its crazy how people dont bat an eye at this but as soon as you say free palestine those same mfs start punching the air',Palestine
'Restorative SpaceTo thank and honour the ongoing decolonial resistance work that our communities are doing to free Palestine, were offering an intimate space to connect in heartfelt solidarity, and be held through a creative practice to support collective care. Link in bio',Palestine
'IDF has identified signs of extensive tunnels beneath Gaza hospitals and key Hamas strongholds. The below footage shows some of these tunnel systems being destroyed.#FreePalestine#Israel #IsraelIsATerrorist #Hamas #Gaza',Palestine
'Of theres is a so-called g.o.d and it can do anything...why its not doing anything to save its own people?*The so called Arab world always choose money/power over its brotherhood...its obvious. #FreePalestine',Palestine
'They plan and Allah plans .....Allah is the best of planners.(Quran 8:30) #Palestine_Genocide #IslamicMessagingSystem',Palestine
'Motaz is 24 years old. Hes few years younger than me. I remember how much my mom was shaken up by that information after following him on IG. I dont understand how everyone in the wold is not shaken up too. Wish him a good life - but a good life in Palestine, free Palestine.',Palestine
'South Africa loves and Support you and pray for your Freedom #FreePalestine',Palestine
'Children of #Gaza groan in pain from the continuous bombing of the Gaza Strip.#AlShifaHospital #Palestine_Genocide #Palestine',Palestine
'i refuse to let this fandom die #dhmis #donthugmeimscared #dhmisfanart',Palestine
'Not voting Labor ever again........ I made that mistake once Im not about to make a second mistake. #FreePalestine',Palestine
'Another massive turnout today in Dublin in support of #Palestine demanding an immediate ceasefire & halt to the ongoing ethnic cleansing and genocide of the murderous Israeli state. The political establishment ignore this inspiring movement at their own peril.#Palestine_Genocide',Palestine
'I cant believe defending akgaes are more important than the members',Palestine
'You dont have any opinion about the bombardment of Hospitals in Gaza?!#Palestine_Genocide',Palestine
'After thousands of TikToks have been posted Letter to America, from all ages,The current & future generations no longer trust the Western media & the false Israeli narrative, as our guest, Israeli Jewish professor Ilan Pappe, said here#lettertoamerica #PalestineGenocide#Gaza',Palestine
'God is God of everyone. Allah is Allah of everyone. To claim God would approve of your holy war is an outrage. First of all, its not a war. Its a genocide & there is nothing Holy about it. Stop using God to justify murdering innocent people. Free Palestine.',Palestine
'One of the most powerful things Ive heard lately is We will free Palestine in our lifetime which pushes me to do more because yes, we WILL do it in our lifetime. The one thing I hate hearing the most from people older than me is that I will change the world or that',Palestine
'Do you think that #Gaza_Genocide is occurring or is it Israel conducting war on Hamas?#IsraelAttack #IsraelTerorrist #PalestineGenocide',Palestine
'from the river to the sea our brothers and sisters will be free [ #CeasefireNOW #PalestineGenocide #freepalestine #palestine #gaza ]',Palestine
'The United Kingdom has failed humanity and we will never forget nor forgive this. Shame #CeasefireForGazaNOW #StopGenocide #STOP_BOMBING_HOSPITALS #voicesforpeace #AlShifaHospital #Palestine_Genocide #PeaceForAll',Palestine
'AMAZING: 200000 People Attend Pro-Israel Rally in Washington DC. No one will ever extinguish the light of Israel. #MarchForIsrael #Isreal#HamasisISIS #GazaGenocide#Palestine #Palestine_Genocide',Palestine
'Rozan Al-Rifi lost her parents brother and sister in the bombing of Al-Naseerat camp.#FreePalestine #GazaGenocide #IsraelIsATerorristState #FreePalestineFromIsraelNOW #IsraelIsATerrorist #GazaGenocide #IsraeliTerrorists #FreedomOfPalestine #SahabatPalestina_ID #Palestine',Palestine
'From a few meters away, al Qassam Brigades fighter destroys an Israeli tank on a street in Gaza City.  The clashes are very violent. #FreePalestineFromIsraelNOW  #Israel #IsraelIsATerrorist #IsraelTerrorism #IsraeliTerrorists #palestine_Genocide #StopGazaGenocide',Palestine
'I am sharing these images for a reason.#StopGenocideInGazaNow #STOPWAR #CeasefireForNOW #Palestine_Genocide',Palestine
'It Feels so Disgusting to be a Human now #Palestine_Genocide #IsraelTerorrist',Palestine
'ALERTE - URGENT!!!  USAFrance RussieChineEspagne  Le premier ministre espagnol annonce la reconnaissance de la #Palestine en tant quEtat souverain#IsraelTerrorists#IsraelNewNazi #GazaHolocaust #GazaGenocides #Palestine_Genocide #Cisjordanie',Palestine
'Pro-Palestine rally Montreal Quebec Canada 18th of November.Free Free Palestine',Palestine
'#Watch a father searching for his children under the rubble #Gaza #Palestine_Genocide  #StopGenocide #CrimesAgainstHumanity',Palestine
'Israel must pay...#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack',Palestine
'Israeli children were seen singing a Friendship Song where they called for the annihilation of everyone in the #Gaza Strip.#PalestineGenocide #GazaUnderAttack',Palestine
'the characters of your future partnerrules to entermbf, rt and like thisrt and like the below postcomment your name/initialstips of $5.55 get a full length reading, and $10.10 get messages+readingbe kind, only tippers get priority',Palestine
'Look at this manLook at this father in shambles, crying bc 4 of his kids are nowhere to be seen under the rubbleThis, is what Israhell is doing to the Palestinians, be enraged, be sad for this man #FreePalestine',Palestine
'5000 children in 5 weeksSTOP THE GENOCIDE#IsraelTerrorism #GazaGenocide #PalestineGenocide #IsraeliTerrorists #FreePalestine',Palestine
'This woman is brilliant in her way of supporting Palestine..Thnx for giving us a space to smile amidst all that pain and killing..#nicole_jenes #FreePalestine #Gaza_Geniocide #IsraelisGenocidalState',Palestine
'293 MPs get off on death and destruction. I am going to do everything in my power to campaign against those MPs in Manchester who voted more the death of innocent babies . #StopGazaGenocide #EndTheOccupation and #FreePalestine',Palestine
'This is what #IsraelTerorrist did#CeasefireNOW #IsraeliTerrorists #IsraelTerrorism #FreePalestineFromIsraelNOW #IsraelIsATerrorist #Gaza #GazaGenocide #Palestine_Genocide',Palestine
'I think when youre attacking Doctors Without Borders its time to ask are we the baddies.#CeasefireNOW #FreePalestine',Palestine
'The Apartheid State:Fiery confrontation between a member of a racist Knesset(Pro-Netanyahu)& a Palestinian mother with her child.  video :Arabic to English.#Gaza#Palestine_Genocide  #IsraelIsATerrorist #GazaGenocide#GazaHolocaust#IsraeliTerrorists#Palestine',Palestine
'A demonstrator was arrested in front of the property managers of the #ShutElbitDown military factory affiliated with the Zionist occupation in Britain.Notice the last breath while he was arrested, calling for the liberation of Palestine from the river to the sea#FreePalestine',Palestine
'this freestyle was 2 years before October 7th. #FreePalestine #FreedomOfSpeech #IsraelisGenocidalState',Palestine
'The Chosen Terrorists..But keep chasing Palestinians and call us antisemitic and terrorists for resisting the ugly Israeli occupation and for exposing the true evil face of zionism.#EndTheOccupation #FreePalestine #Gaza_Genocide #IsraeliTerrorists',Palestine
'All those who are supporting #Palestine can easily use local products instead of Jewish products. On one side #Jews are fighting a war and on the other side,Muslims start a war by boycotting Israeli products#BoycottIsraelProducts #IsraelTerrorists #GazaGenocide',Palestine
'These children have the right to live like every child.#FreePalestine',Palestine
'this is soo sweet ya allah protect the kid and may he and every palestinian see a free palestine soon inshallah',Palestine
'She has a lot of nerve to cry after she told him that he is ugly and hurt his feelings. How can you say this to a child? Have you lost your mind? There is no child who deserves this bad treatment. He is still too young to act with such maturity.',Palestine
'fuck you if you treat the palestine genocide as a one day thing btw . just so you know theyre not stopping only at palestine',Palestine
'The way it should be!The way it will be! #FreePalestine',Palestine
'Jewish General speaks out 11000+ Palestinians Massacred#GazaHolocaust #Gaza_Genocide #Jabalia_Massacre #FreePalestine #ZionismIsNazism #BoycottIsraelProducts #ZionismIsTerrorism #ShutItDown4Palestine#CeasefireInGazaNOW',Palestine
'A Palestinian mother lost her child in an Israel! terrorism attack.#IsraellsATerrorist #Gaza_War #IsraelTerrorism #PalestineGenocideGazans and their children; a thread',Palestine
'PESAN WARGA PALESTINA UNTUK DUNIA #FreePalestine FROM THE RIVER TO THE SEAPALESTINE WILL BE FREE',Palestine
'The Prophet SAWW SAID: CREDITS TO STRENGTHEN_AAKHIRAH#Palestine_Genocide #Ghaza #PalestineWillBeFreeFromtheRiverTotheSea #Ghazagenocide',Palestine
'#MarchForIsrael rally to condemn antisemitism . Is a rally of #Zionist #FreePalestine #IsraeliTerrorists #IsraelisATerorristState',Palestine
'The aggression against Gaza is the same as the aggression against Yemen since 2015.There is no difference between Yemen and Palestine.The Yemeni people have found themselves in a perpetual struggle against imperialism and colonial exploitation since the 1960s.#YEMEN #Gaza',Palestine
'If you say free palestine you are sympathizing with jihadis',Palestine
'he literally was jailed and tortured until his ribs were broken because the PM during his time was dirty and try to silenced him from speaking the truth. now he is the Prime Minister the best of the best so far, and of course got no fear for justice and humanity! #FreePalestine',Palestine
'Hi um I did artwork inspired by Palestine do you guys like it?',Palestine
'You wanted destroy Gaza but all the people in the world became Gazans!#FreePalestine',Palestine
'Julius Malema EFF Leader from South Africa said about Israelis Genocide. #Palestine #Genocide #Gaza_War #Gaza_Genocide #AlShifaHospital',Palestine
'A number of injuries in clashes with the U.S.-backed Israeli occupation forces in the town of Beita south of Nablus #PalestineGenocide',Palestine
'This is what they call peaceful pro-Israel protesters! Oh my God, and they said this to a Jew! Imagine what they would do to a Palestinian!#IsraeliNewNazism #IsraelTerorrist #StopGazaGenocide #AntiZionismIsNotAntiSemitism #PalestineGenocide #FreePalestineFromIsrael',Palestine
'Deputy speaker of Israeli parliament says Burn Gaza...Remember #IsraeliTerrorists You cant defeat a land thats protected by God. Long live Palestine#IsraelTerrorism #PalestineWillBeFree #PalestineGenocide',Palestine
'Dear #Israeli soldier suffering from diarrhea due to fear of #Hamas in #GazaCalm down, the death is coming sooner than you expect Could be by a missile, sniper, or a ghost soldierCowardly army, inept intelligence, and the dumbest leader #Netanyahu #IDF #Palestine #Genocide',Palestine
'A Jewish young man shed tears for the people of Gaza while giving a street interview in Sweden.Jews oppose the war crimes committed by Israel.#Palestine_Genocide #CeasefireNowInGaza #FreePalestineFromIsrael #Gaza',Palestine
'Evil Dillon says free Palestine!! fuck Isnotreal  and its ethnic cleansing!!! #CeasefireNOW',Palestine
'Kyrie is the only NBA player that will speak his mind no matter what. Not scared of any backlash. Huge respect. Free Palestine',Palestine
'free palestine  free sudan  free haiti  free yemen  free DRC  free puerto rico  free west papua and hawaii and all oppressed and colonized peoples everywhere',Palestine
'Ireland for you.  The Irish supported Palestine when not many stood with the Palestinians in Europe. #FreePalestine',Palestine
'No Hamas found but thousands of civilians and specially children are still being executed by Israeli terrorists. #IsraelIsATerrorist #Palestine #Genocide_of_Palestinians',Palestine
'Solidarity with all indigenous people who have had to deal with settler colonialism.#FreePalestine',Palestine
'When Zionists were looking for homeland,  offered them the British colony of Kenya. The plan fell apart b/c white British settlers in  thought it would be unfair to them to give what they stole from Africans to the Zionists. So Kenya could have been Gaza today. #FreePalestine',Palestine
'Its like wanting the world to go back to when it was still fine. Palestine must be independent. We want to meet you, one day it will be on our list to visit Al-Aqso INDONESIA with Palestine #FreePalestine #Palestine #AlQassam #FromTheRiverToSeaPalestineWillBeFree',Palestine
'At the Free Palestine protest near the NY Public Library. Zionist apartheid will end!',Palestine
'THERE IS NO QUEER LIBERATION ON STOLEN LANDA CEASEFIRE IS ONLY THE BEGINNINGWE ARE NOT FREE UNTIL WE ALL ARE FREEREMEMBER OUR TRANS SIBLINGS WHO HAVE SACRIFICED THEIR SAFETY, WELLBEING, AND LIVES FOR THE CONTINUATION OF THE REVOLUTIONFREE PALESTINE',Palestine
'Despite challenges Palestine is rich in culture history and the enduring spirit of its people.Free Palestine',Palestine
'If the whole world is coming for yaWhere will ya run to isra-hell #Israel #Palestine_Genocide #IsraelIsATerrorist #IsraeliTerrorists #GeneralElectionNow #genocide',Palestine
' Today we bring the peoples protest to parliamentFree Free Palestine #IsraelTerrorism',Palestine
'Israel or Palestine? Which side are you on? #Gaza_Genocide #IsraelIsATerrorist  #PalestineGenocide',Palestine
'As an ethnicity that continues to fight for our independence, the Tamil diaspora has been rightly politicized.   Thank you @tharmeega for representing Tamils in solitary with Palestinians.  #FreePalestine#FreeTamilEelam#TamilGenocide#PalestineGenocide',Palestine
'SHARE! Let the world see the beauty of the Palestinian people #Gaza #Palestine #IsraeliTerrorists #MissUniverse #GazaConcentrationCamp #Palestine_Genocide #love #inspirational',Palestine
'We DEMAND @GovTimWalz divest the public pensions from Israel and call for a ceasefire now! #FreePalestine',Palestine
'This picture is a message to the world who pretends respecting the human rights ,mass grave of Palestinian women and children,innocent people!killed by Israel in cruel way,those are not just numbers! Those are humans who had a life! Family Dream and wishes.#FreePalestine',Palestine
'Is it me or is like half of these things NOT in the actual shop',Palestine
'Israeli Zionists pirates continue to kill innocent people in Palestine that were trying to evacuate. #IsraelTerorrism #PalestineGenocide #StopBombingPalestine',Palestine
'Mobil Lapis Baja Terorist @israel @IDF jadi Peyek di Rudal Mujahidin HAMAS! puluhan teroris Hangus Terpanggang!!#NEWS #Gaza #FreePalestine #AbuUbaida #Palestine_Genocide #IsraeliTerrorists #israil',Palestine
'We have to do everything in our power to stop this!#GazaConcentrationCamp #Gaza_Genocide #PalestiniansLivesMatter #GazaGenocide #Palestine_Genocide',Palestine
'O scum of nationsGaza will only be as it has always been!#FreePalestine',Palestine
'Darien from Gaza has lost all of her family members #Gaza #Palestine #AlShifaHospital #Palestine_Genocide #FreePalestineFromIsrael',Palestine
'Breaking down Alexs statements (primarily the second one.) I have made 4 different sections of things that I immediately noticed.',Palestine
'Google just reminded me about my birthday! Totally forgot about my birthday cuz of Palestine :) May Allah free Palestine, Ameen!That is just my wish for my birthday!',Palestine
'Everything is made in ChinaExcept courage its made in Palestine#FreePalestine',Palestine
'#AmericanHypocrisy #FreePalestineNo seizing land by force. No erasing another countrys borders. No targeting civilians in war. No wars of aggression - Anthony Blinken',Palestine
'It started in 1948 and again in 1967, and many times untill now , you can read history to know bitter .#WorldcupFinal #Worlds2023 #Palestine_Genocide #GazaConcentrationCamp #FreePalestineFromIsrael',Palestine
'a ceasefire *might* happen tmr but that does not mean we stop talking abt and protesting and boycotting for palestine. we will remain loud until palestine is liberated. it is free palestine until palestine is free.#FreePalestine#EndTheOccupation #EndTheGenocide #CeasefireNOW',Palestine
'Absolutism  as a psychological technique used by Isra3l #psychology #media #freepalestine',Palestine
'a ceasefire isnt enough Give them their land back Free Palestine',Palestine
'Father loves his children for one last time. I am so amazed to see the courage of Palestinian mothers, fathers, and specially children for courageously handling the brutal attacks from the Zionists.#FreePalestine #Gaza_Genocide #Gaza #Palestine',Palestine
'we need a ceasefirewe need to free Palestine via belalkh on instagram',Palestine
'America and Europe are very happy with this scene because they are Muslims.#FreePalestine',Palestine
'Israeli settlers have been attacking Palestinians relentlessly. These are terrorists by definition. Why is the word silent?#Palestine_Genocide',Palestine
'you guys are not stopping me on hating a zionist if you support zionism you deserve every single hate in this world. FREE PALESTINE.',Palestine
'This video hits you really hard and you have scum like @piersmorgan who keeps running his proportionality rhetoric. How can you even think about justifying this terror. Scum of the earth.  #PalestineGenocide #Palestine',Palestine
'This isnt about being black being a bad thing.Tyla is a coloured South African woman, that isnt a slur here. Its a whole ethnicity with a rich culture and history.Americans simply calling her black bc it doesnt feel good to you is disrespectful to her + other coloured ppl.',Palestine
'I spotted this on my way home last night #FreePalestine',Palestine
'The world needs to listen to this. What other proof is required?#IsraelTerrorists #palastine #FreePalastine #FreeGaza',Palestine
'Watch the bravery of the Palestinian resistance against apartheid baby killers in their tanks! #FreePalestine',Palestine
'The child did not only lose his parents, he lost his legs too...This four-year-old #Palestinian wants to walk and see his parents, but due to Israeli brutal aggression on #Gaza, the child is left there stranded and helpless.#PalestineGenocide #GazaUnderAttack',Palestine
'To all the @LGBT people and women who are shouting free Palestine, why not go to one of the Muslim countries or Palestine and try protesting in the streets. See how far you will get. Islam is a party of misogynistic nutters and homopobic morons.',Palestine
'Local sources: A special force from the Israeli Regime arrests freed prisoner Hassan Shaker Balo in front of his shop in Jericho Today 69 Palestinians were detained in raids at their homes in various areas of the occupied Palestinian Territories #PalestineGenocide',Palestine
'The pitch invader at the Cricket World Cup final, sends a powerful solidarity message, for Free Palestine & Stop Bombing Palestine. Sports continues to be a platform for impactful protests . India will overcome, both in cricket & the tragedy of Modis zionist allyship.',Palestine
